arXiv_ID,at_uri,AuthorDID,CreatedDate,SearchText
2502.03919v1,at://did:plc:35q7ogcn26kg6sysizyktg76/app.bsky.feed.post/3lhkx53nshb2s,did:plc:35q7ogcn26kg6sysizyktg76,2025-02-07T06:14:40.151835+00:00,"""appropriately-scaled set $\alpha_{\mx}\alpha_{\my}^{-1}s$ is \textit{efficiently} approachable with optimal rate. in case only the player's or adversary's set is equipped with an approximation algorithm, we give simpler and [5/6 of https://arxiv.org/abs/2502.03919v1]        """
2502.06759,at://did:plc:jf3oraummcsfodflx5w5pouf/app.bsky.feed.post/3lhuynlzglc2p,did:plc:jf3oraummcsfodflx5w5pouf,2025-02-11T06:08:24.353266Z,"""gaetano rossiello, nhan pham, michael glass, junkyu lee, shankar subramanian\nrationalization models for text-to-sql\nhttps://arxiv.org/abs/2502.06759        """
2501.16563v1,at://did:plc:spmx4oefufy64gfrfmvcb2kt/app.bsky.feed.post/3lguctmcash2f,did:plc:spmx4oefufy64gfrfmvcb2kt,2025-01-29T06:12:52.994516+00:00,"""hyperelliptic component of translation surfaces. in particular, this minimum is always greater than $\log(\sqrt{2}),$ independently of the genus. here, we show that the minimal stable curve graph translation length over the [3/7 of https://arxiv.org/abs/2501.16563v1]        """
2502.15378,at://did:plc:nhvczjf6a5fcuxhptvrttid7/app.bsky.feed.post/3livnlxhler2r,did:plc:nhvczjf6a5fcuxhptvrttid7,2025-02-24T05:48:29.615839Z,"""yi-jun chang, yanyu chen, dipan dey, gopinath mishra, hung thuan nguyen, bryce sanchez\noptimal distributed replacement paths\nhttps://arxiv.org/abs/2502.15378        """
2410.07175,at://did:plc:232wt2erhh4fr7m7crk5bj2t/app.bsky.feed.post/3liy5nug2tpu2,did:plc:232wt2erhh4fr7m7crk5bj2t,2025-02-25T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2410.07175\n\n#astro-ph.co #astro-ph.ga #hep-ph\n\nevent attributes https://arxiv.org/abs/2410.07175 simulating realistic self-interacting dark matter models including small and large-angle scattering dark matter (dm) self-interactions alter the matter distribution on galactic scales and alleviate tensions with observations. a feature of the self-interaction cross section is its angular dependence, influencing offsets between galaxies and dm halos in merging galaxy clusters. while algorithms for modelling mostly forward-dominated or mostly large-angle scatterings exist, incorporating realistic angular dependencies, such as light mediator models, within $n$-body simulations remains challenging. we develop, validate and apply a novel and efficient method, combining existing approaches to describe small- and large-angle scattering regimes within a hybrid scheme. below a critical angle the effective description via a drag force combined with transverse momentum diffusion is used, while above the angle dependence is sampled explicitly. first, we verify the scheme using a test set-up with known analytical solutions, and check that our results are insensitive to the choice of the critical angle within an expected range. next, we demonstrate that our scheme speeds up the computations by multiple orders of magnitude for realistic light mediator models. finally, we apply the method to galaxy cluster mergers and discuss the sensitivity of the offset between galaxies and dm to the angle dependence of the cross section. our scheme ensures accurate offsets for mediator mass $m_ϕ$ and dm mass $m_χ$ within the range $0.1v/c\lesssim m_ϕ/m_χ\lesssim v/c$, while for larger (smaller) mass ratios the offsets obtained for isotropic (forward-dominated) self-scattering are approached. here $v$ is the typical velocity scale. equivalently, the upper condition can be expressed as $1.1\lesssim σ_{\rm tot}/σ_{\mathrm{\widetilde{t}}}\lesssim 10$ for the ratio of the total and momentum transfer cross sections, with the ratio being $1$ ($\infty$) in the isotropic (forward-dominated) limits.     """
2410.07175,at://did:plc:232wt2erhh4fr7m7crk5bj2t/app.bsky.feed.post/3liy5nug2tpu2,did:plc:232wt2erhh4fr7m7crk5bj2t,2025-02-25T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2410.07175\n\n#astro-ph.co #astro-ph.ga #hep-ph\n\nevent attributes https://arxiv.org/abs/2410.07175 simulating realistic self-interacting dark matter models including small and large-angle scattering dark matter (dm) self-interactions alter the matter distribution on galactic scales and alleviate tensions with observations. a feature of the self-interaction cross section is its angular dependence, influencing offsets between galaxies and dm halos in merging galaxy clusters. while algorithms for modelling mostly forward-dominated or mostly large-angle scatterings exist, incorporating realistic angular dependencies, such as light mediator models, within $n$-body simulations remains challenging. we develop, validate and apply a novel and efficient method, combining existing approaches to describe small- and large-angle scattering regimes within a hybrid scheme. below a critical angle the effective description via a drag force combined with transverse momentum diffusion is used, while above the angle dependence is sampled explicitly. first, we verify the scheme using a test set-up with known analytical solutions, and check that our results are insensitive to the choice of the critical angle within an expected range. next, we demonstrate that our scheme speeds up the computations by multiple orders of magnitude for realistic light mediator models. finally, we apply the method to galaxy cluster mergers and discuss the sensitivity of the offset between galaxies and dm to the angle dependence of the cross section. our scheme ensures accurate offsets for mediator mass $m_ϕ$ and dm mass $m_χ$ within the range $0.1v/c\lesssim m_ϕ/m_χ\lesssim v/c$, while for larger (smaller) mass ratios the offsets obtained for isotropic (forward-dominated) self-scattering are approached. here $v$ is the typical velocity scale. equivalently, the upper condition can be expressed as $1.1\lesssim σ_{\rm tot}/σ_{\mathrm{\widetilde{t}}}\lesssim 10$ for the ratio of the total and momentum transfer cross sections, with the ratio being $1$ ($\infty$) in the isotropic (forward-dominated) limits.     """
2501.16359,at://did:plc:nkazrdvzrbvigz4kdenzir5d/app.bsky.feed.post/3lgubvo64wcc2,did:plc:nkazrdvzrbvigz4kdenzir5d,2025-01-29T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2501.16359\n\n#cond-mat.mtrl-sci #physics.app-ph\n\nevent attributes https://arxiv.org/abs/2501.16359 influence of humidity on the resistive switching of hexagonal boron nitride-based memristors two-dimensional material-based memristors have recently gained attention as components of future neuromorphic computing concepts. however, their surrounding atmosphere can influence their behavior. in this work, we investigate the resistive switching behavior of hexagonal boron nitride-based memristors with active nickel electrodes under vacuum conditions. our cells exhibit repeatable, bipolar, nonvolatile switching under voltage stress after initial forming, with a switching window > 10${^3}$ under ambient conditions. however, in a vacuum, the forming is suppressed, and hence, no switching is observed. compact model simulations can reproduce the set kinetics of our cells under ambient conditions and predict highly suppressed resistive switching in a water-deficient environment, supporting the experimental results. our findings have important implications for the application of h-bn-based memristors with electrochemically active electrodes since semiconductor chips are typically processed under high vacuum conditions and encapsulated to protect them from atmospheric influences.     """
2501.16359,at://did:plc:nkazrdvzrbvigz4kdenzir5d/app.bsky.feed.post/3lgubvo64wcc2,did:plc:nkazrdvzrbvigz4kdenzir5d,2025-01-29T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2501.16359\n\n#cond-mat.mtrl-sci #physics.app-ph\n\nevent attributes https://arxiv.org/abs/2501.16359 influence of humidity on the resistive switching of hexagonal boron nitride-based memristors two-dimensional material-based memristors have recently gained attention as components of future neuromorphic computing concepts. however, their surrounding atmosphere can influence their behavior. in this work, we investigate the resistive switching behavior of hexagonal boron nitride-based memristors with active nickel electrodes under vacuum conditions. our cells exhibit repeatable, bipolar, nonvolatile switching under voltage stress after initial forming, with a switching window > 10${^3}$ under ambient conditions. however, in a vacuum, the forming is suppressed, and hence, no switching is observed. compact model simulations can reproduce the set kinetics of our cells under ambient conditions and predict highly suppressed resistive switching in a water-deficient environment, supporting the experimental results. our findings have important implications for the application of h-bn-based memristors with electrochemically active electrodes since semiconductor chips are typically processed under high vacuum conditions and encapsulated to protect them from atmospheric influences.     """
2502.09438v1,at://did:plc:5hywp76nymnu5yjn6y3xwqr3/app.bsky.feed.post/3li4kf5qtrz23,did:plc:5hywp76nymnu5yjn6y3xwqr3,2025-02-14T06:14:27.465163+00:00,"""that this set $\mathcal{d}$ has non empty interior, in particular has positive measure. to do so, we use among others probabilistic and diophantine methods. some auxiliary results pertaining to these methods may be of [4/5 of https://arxiv.org/abs/2502.09438v1]        """
2501.13544,at://did:plc:r5vfboowbtdrhf5mbecvyr33/app.bsky.feed.post/3lgrulkqzu226,did:plc:r5vfboowbtdrhf5mbecvyr33,2025-01-28T06:52:31.112Z,"""on the utility function of experiments in fundamental science\narxiv.org/abs/2501.13544\ntommaso dorigo, michele doro, max aehle, nicolas r. gauger, muhammad awais, rafael izbicki, jan kieseler, luca masserano, federico nardi, luis recabarren vergara https://arxiv.org/abs/2501.13544 on the utility function of experiments in fundamental science the majority of experiments in fundamental science today are designed to be multi-purpose: their aim is not simply to measure a single physical quantity or process, but rather to enable increased prec...     """
2502.11703,at://did:plc:jf3oraummcsfodflx5w5pouf/app.bsky.feed.post/3lih26jv6nj2d,did:plc:jf3oraummcsfodflx5w5pouf,2025-02-18T10:23:41.695214Z,"""guangya yu, yanhao li, zongying jiang, yuxiong jin, li dai, yupian lin, ruihui hou, weiyan zhang, yongqi fan, qi ye, jingping liu, tong ruan\ncmqcic-bench: a chinese benchmark for evaluating large language models in medical quality control indicator calculation\nhttps://arxiv.org/abs/2502.11703        """
2502.13321,at://did:plc:mff4rin6m2amiiy6fsqgy6mj/app.bsky.feed.post/3lilmaep4wi2w,did:plc:mff4rin6m2amiiy6fsqgy6mj,2025-02-20T05:57:30.525757+00:00,"""tejas srinivasan, jesse thomason: adjust for trust: mitigating trust-induced inappropriate reliance on ai assistance https://arxiv.org/abs/2502.13321 https://arxiv.org/pdf/2502.13321 https://arxiv.org/html/2502.13321        """
2502.13321,at://did:plc:mff4rin6m2amiiy6fsqgy6mj/app.bsky.feed.post/3lilmaep4wi2w,did:plc:mff4rin6m2amiiy6fsqgy6mj,2025-02-20T05:57:30.525757+00:00,"""tejas srinivasan, jesse thomason: adjust for trust: mitigating trust-induced inappropriate reliance on ai assistance https://arxiv.org/abs/2502.13321 https://arxiv.org/pdf/2502.13321 https://arxiv.org/html/2502.13321        """
2502.16504v1,at://did:plc:6sj4dziign4onyvnnvayo4d2/app.bsky.feed.post/3liy7xoohci2a,did:plc:6sj4dziign4onyvnnvayo4d2,2025-02-25T06:22:30.697218+00:00,"""entire network, the partial information network contains a significant proportion of missing edges with its structure depending on a random, potentially sparse neighborhood, posing significant challenges for estimation. we [3/7 of https://arxiv.org/abs/2502.16504v1]        """
2502.03043,at://did:plc:tvn6l2dnwmb4k74omv4tvmtf/app.bsky.feed.post/3lhil2vvq4m2v,did:plc:tvn6l2dnwmb4k74omv4tvmtf,2025-02-06T07:33:22.244970+00:00,"""observational signature of lorentz violation in acceleration radiation\nhttps://arxiv.org/pdf/2502.03043\nyu tang, wentao liu, jieci wang https://arxiv.org/abs/2502.03043 https://arxiv.org/abs/2502.03043 arxiv abstract link     """
2502.03043,at://did:plc:tvn6l2dnwmb4k74omv4tvmtf/app.bsky.feed.post/3lhil2vvq4m2v,did:plc:tvn6l2dnwmb4k74omv4tvmtf,2025-02-06T07:33:22.244970+00:00,"""observational signature of lorentz violation in acceleration radiation\nhttps://arxiv.org/pdf/2502.03043\nyu tang, wentao liu, jieci wang https://arxiv.org/abs/2502.03043 https://arxiv.org/abs/2502.03043 arxiv abstract link     """
2502.03043,at://did:plc:tvn6l2dnwmb4k74omv4tvmtf/app.bsky.feed.post/3lhil2vvq4m2v,did:plc:tvn6l2dnwmb4k74omv4tvmtf,2025-02-06T07:33:22.244970+00:00,"""observational signature of lorentz violation in acceleration radiation\nhttps://arxiv.org/pdf/2502.03043\nyu tang, wentao liu, jieci wang https://arxiv.org/abs/2502.03043 https://arxiv.org/abs/2502.03043 arxiv abstract link     """
2502.16841v1,at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3liyablew6e2c,did:plc:traxg4jscmm3n3usqi76dsk2,2025-02-25T06:28:02.789201+00:00,"""arxiv:2502.16841v1 announce type: new \nabstract: ensuring equitable artificial intelligence (ai) in healthcare demands systems that make unbiased decisions across all demographic groups, bridging technical innovation with [1/7 of https://arxiv.org/abs/2502.16841v1]        """
2502.16841v1,at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3liyablew6e2c,did:plc:traxg4jscmm3n3usqi76dsk2,2025-02-25T06:28:02.789201+00:00,"""arxiv:2502.16841v1 announce type: new \nabstract: ensuring equitable artificial intelligence (ai) in healthcare demands systems that make unbiased decisions across all demographic groups, bridging technical innovation with [1/7 of https://arxiv.org/abs/2502.16841v1]        """
2502.15983v1,at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3liya67lmls2t,did:plc:3mbqqo3dxddhl7nwqmghsn6a,2025-02-25T06:26:09.757414+00:00,"""can be easily integrated into existing neural network architectures for time series forecasting. we demonstrate the effectiveness of our approach on multiple benchmark datasets, comparing it against state-of-the-art methods [5/8 of https://arxiv.org/abs/2502.15983v1]        """
2502.03836,at://did:plc:fvxadjtvukbhdaslbiih3r2p/app.bsky.feed.post/3lhl6vthxwx2d,did:plc:fvxadjtvukbhdaslbiih3r2p,2025-02-07T08:33:46.083285Z,"""chongyang xu, buzhen huang, chengfang zhang, ziliang feng, yangang wang\nadapting human mesh recovery with vision-language feedback\nhttps://arxiv.org/abs/2502.03836        """
2502.13318v1,at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3lilminvfh62z,did:plc:3mbqqo3dxddhl7nwqmghsn6a,2025-02-20T06:02:08.603801+00:00,"""arxiv:2502.13318v1 announce type: new \nabstract: anomaly detection (ad) is a fundamental task for time-series analytics with important implications for the downstream performance of many applications. in contrast to other [1/9 of https://arxiv.org/abs/2502.13318v1]        """
2502.13318v1,at://did:plc:3mbqqo3dxddhl7nwqmghsn6a/app.bsky.feed.post/3lilminvfh62z,did:plc:3mbqqo3dxddhl7nwqmghsn6a,2025-02-20T06:02:08.603801+00:00,"""arxiv:2502.13318v1 announce type: new \nabstract: anomaly detection (ad) is a fundamental task for time-series analytics with important implications for the downstream performance of many applications. in contrast to other [1/9 of https://arxiv.org/abs/2502.13318v1]        """
2502.08933,at://did:plc:kuhlpr27zyhjj23c5qz2mgyg/app.bsky.feed.post/3li52jx43zm22,did:plc:kuhlpr27zyhjj23c5qz2mgyg,2025-02-14T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2502.08933\n\n#cs.lg\n\nevent attributes https://arxiv.org/abs/2502.08933 autolike: auditing social media recommendations through user interactions modern social media platforms, such as tiktok, facebook, and youtube, rely on recommendation systems to personalize content for users based on user interactions with endless streams of content, such as """"for you"""" pages. however, these complex algorithms can inadvertently deliver problematic content related to self-harm, mental health, and eating disorders. we introduce autolike, a framework to audit recommendation systems in social media platforms for topics of interest and their sentiments. to automate the process, we formulate the problem as a reinforcement learning problem. autolike drives the recommendation system to serve a particular type of content through interactions (e.g., liking). we apply the autolike framework to the tiktok platform as a case study. we evaluate how well autolike identifies tiktok content automatically across nine topics of interest; and conduct eight experiments to demonstrate how well it drives tiktok's recommendation system towards particular topics and sentiments. autolike has the potential to assist regulators in auditing recommendation systems for problematic content. (warning: this paper contains qualitative examples that may be viewed as offensive or harmful.)     """
2502.08933,at://did:plc:kuhlpr27zyhjj23c5qz2mgyg/app.bsky.feed.post/3li52jx43zm22,did:plc:kuhlpr27zyhjj23c5qz2mgyg,2025-02-14T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2502.08933\n\n#cs.lg\n\nevent attributes https://arxiv.org/abs/2502.08933 autolike: auditing social media recommendations through user interactions modern social media platforms, such as tiktok, facebook, and youtube, rely on recommendation systems to personalize content for users based on user interactions with endless streams of content, such as """"for you"""" pages. however, these complex algorithms can inadvertently deliver problematic content related to self-harm, mental health, and eating disorders. we introduce autolike, a framework to audit recommendation systems in social media platforms for topics of interest and their sentiments. to automate the process, we formulate the problem as a reinforcement learning problem. autolike drives the recommendation system to serve a particular type of content through interactions (e.g., liking). we apply the autolike framework to the tiktok platform as a case study. we evaluate how well autolike identifies tiktok content automatically across nine topics of interest; and conduct eight experiments to demonstrate how well it drives tiktok's recommendation system towards particular topics and sentiments. autolike has the potential to assist regulators in auditing recommendation systems for problematic content. (warning: this paper contains qualitative examples that may be viewed as offensive or harmful.)     """
2502.07290v1,at://did:plc:2wzdd66tk3disiczlloxi5wx/app.bsky.feed.post/3lhxjd3yuig2e,did:plc:2wzdd66tk3disiczlloxi5wx,2025-02-12T06:12:06.096381+00:00,"""$t=3$, we give exact results. for $t=2$, we find that the lower order determines the stability of the equations. for odd $t$, numerical simulations indicate that we can approximately determine the stability of equations from [3/4 of https://arxiv.org/abs/2502.07290v1]        """
2502.13740,at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lilm6t3efu25,did:plc:traxg4jscmm3n3usqi76dsk2,2025-02-20T05:56:38.515390+00:00,"""miko{\l}aj wysocki, henryk gierszal, piotr tyczka, sophia karagiorgou, george pantelis: benchmarking of different yolo models for captchas detection and classification https://arxiv.org/abs/2502.13740 https://arxiv.org/pdf/2502.13740 https://arxiv.org/html/2502.13740        """
2502.13740,at://did:plc:traxg4jscmm3n3usqi76dsk2/app.bsky.feed.post/3lilm6t3efu25,did:plc:traxg4jscmm3n3usqi76dsk2,2025-02-20T05:56:38.515390+00:00,"""miko{\l}aj wysocki, henryk gierszal, piotr tyczka, sophia karagiorgou, george pantelis: benchmarking of different yolo models for captchas detection and classification https://arxiv.org/abs/2502.13740 https://arxiv.org/pdf/2502.13740 https://arxiv.org/html/2502.13740        """
2501.11565v1,at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lgdgl6gjrq2s,did:plc:vjqb6serdr54lcd735od4xwx,2025-01-22T13:04:29.452066+00:00,"""arxiv:2501.11565v1 announce type: new \nabstract: since the seminal work of schoen-uhlenbeck, many authors have studied properties of harmonic maps satisfying dirichlet boundary conditions. in this article, we instead investigate regularity and [1/4 of https://arxiv.org/abs/2501.11565v1]       """
2501.11565v1,at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lgdgl6gjrq2s,did:plc:vjqb6serdr54lcd735od4xwx,2025-01-22T13:04:29.452066+00:00,"""arxiv:2501.11565v1 announce type: new \nabstract: since the seminal work of schoen-uhlenbeck, many authors have studied properties of harmonic maps satisfying dirichlet boundary conditions. in this article, we instead investigate regularity and [1/4 of https://arxiv.org/abs/2501.11565v1]       """
2502.14353v1,at://did:plc:ttcpkmkx6gincnbbr3m5re75/app.bsky.feed.post/3lio4jheiyg2g,did:plc:ttcpkmkx6gincnbbr3m5re75,2025-02-21T05:54:14.675008+00:00,"""distribution of opinions in the population as a whole. a specific case of this occurs when there are only two possible choices, such as whether to receive the covid-19 vaccine or vote on eu membership, which is commonly [2/7 of https://arxiv.org/abs/2502.14353v1]        """
2502.10840,at://did:plc:igqxxdun347dblo3n7xwq6ur/app.bsky.feed.post/3ligxasix3e2d,did:plc:igqxxdun347dblo3n7xwq6ur,2025-02-18T09:31:16.281787Z,"""marina o. lisnichenko, oleg m. kiselev\nquantum fourier transform computational accuracy analysis\nhttps://arxiv.org/abs/2502.10840        """
2501.11601,at://did:plc:jv3aassrte27n32uwc34tawe/app.bsky.feed.post/3lgcxkagqj7i2,did:plc:jv3aassrte27n32uwc34tawe,2025-01-22T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2501.11601\n\n#gr-qc #astro-ph.im\n\nevent attributes https://arxiv.org/abs/2501.11601 sky localization of gravitational waves from eccentric binaries orbital eccentricity in a compact binary inspiral is yet to be observed. we demonstrate that the orbital eccentricity in compact binary mergers can be used to improve their sky localization using gravitational wave observations. existing algorithms that conduct the localizations are not optimized for eccentric sources. we use a semi-bayesian technique to carry out localizations of simulated sources recovered using a matched-filter search. through these simulations, we find that if a non-negligible eccentricity is obtained during the detection, an eccentricity-optimized algorithm can significantly improve the localization areas compared to the existing methods. the potential impact on the early-warning localization is investigated. we lay out the foundation for an eccentric early-warning system using the matched-filter search. we find cases of striking improvements while accounting for eccentricity toward potential eccentric neutron star binaries in the forthcoming observing scenarios of ground-based detectors. improved localizations can be useful in effectually utilizing the capabilities of the follow-up facilities.    """
2501.11601,at://did:plc:jv3aassrte27n32uwc34tawe/app.bsky.feed.post/3lgcxkagqj7i2,did:plc:jv3aassrte27n32uwc34tawe,2025-01-22T05:00:00.000Z,"""\n\nhttps://arxiv.org/abs/2501.11601\n\n#gr-qc #astro-ph.im\n\nevent attributes https://arxiv.org/abs/2501.11601 sky localization of gravitational waves from eccentric binaries orbital eccentricity in a compact binary inspiral is yet to be observed. we demonstrate that the orbital eccentricity in compact binary mergers can be used to improve their sky localization using gravitational wave observations. existing algorithms that conduct the localizations are not optimized for eccentric sources. we use a semi-bayesian technique to carry out localizations of simulated sources recovered using a matched-filter search. through these simulations, we find that if a non-negligible eccentricity is obtained during the detection, an eccentricity-optimized algorithm can significantly improve the localization areas compared to the existing methods. the potential impact on the early-warning localization is investigated. we lay out the foundation for an eccentric early-warning system using the matched-filter search. we find cases of striking improvements while accounting for eccentricity toward potential eccentric neutron star binaries in the forthcoming observing scenarios of ground-based detectors. improved localizations can be useful in effectually utilizing the capabilities of the follow-up facilities.    """
2502.15893v1,at://did:plc:tasik44oj3uvjysao2fgcxqi/app.bsky.feed.post/3liy6qlzd2y2y,did:plc:tasik44oj3uvjysao2fgcxqi,2025-02-25T06:00:39.282511+00:00,"""intuitively and priced to generate artificial walrasian equilibria. while the lack of an integer programming gap is sufficient to guarantee a walrasian equilibrium, we show that it does not guarantee a """"price-match [2/4 of https://arxiv.org/abs/2502.15893v1]        """
2501.13075,at://did:plc:fnofgjbhlvjvmp422vup73vb/app.bsky.feed.post/3liu4ifnpp22i,did:plc:fnofgjbhlvjvmp422vup73vb,2025-02-23T15:09:37.764Z,"""could be useful to @vaughn.bsky.social arxiv.org/abs/2501.13075 https://arxiv.org/abs/2501.13075 evolution and the knightian blindspot of machine learning this paper claims that machine learning (ml) largely overlooks an important facet of general intelligence: robustness to a qualitatively unknown future in an open world. such robustness relates to kni...     """
2502.07040v1,at://did:plc:yozobz2yauleyaqudmwgtkwc/app.bsky.feed.post/3lhxjgnac2x2o,did:plc:yozobz2yauleyaqudmwgtkwc,2025-02-12T06:14:04.827372+00:00,"""the order of convergence of the associated runge-kutta method until the error reaches a plateau corresponding to the low-rank truncation and which vanishes as the rank increases. this error bound is finally validated [4/5 of https://arxiv.org/abs/2502.07040v1]        """
2502.16498v1,at://did:plc:vw5fatukzdeefoxtwuyeokjn/app.bsky.feed.post/3liy77g5tik2h,did:plc:vw5fatukzdeefoxtwuyeokjn,2025-02-25T06:08:56.453745+00:00,"""congestion and setting specific target delays for different applications. experimental results demonstrate that, in most cases, with appropriate parameter configuration, nuwa can improve the throughput of tcp flows 4% to [4/6 of https://arxiv.org/abs/2502.16498v1]        """
2501.08783,at://did:plc:du4qeby6tkeacterl37hx2t7/app.bsky.feed.post/3lfu5tb3yek2r,did:plc:du4qeby6tkeacterl37hx2t7,2025-01-16T11:18:00.947Z,"""arxiv.org/abs/2501.08783 https://arxiv.org/abs/2501.08783 form factors of light pseudoscalar mesons from the perturbative qcd approach we study the electromagnetic and meson-photon transition form factors of light pseudoscalar mesons from the perturbative qcd (pqcd) approach. in order to include the soft transversal degree of freedom...    """
2501.09105,at://did:plc:e24menxr3lkdypnilvelu45b/app.bsky.feed.post/3lfw5dp5l7i2t,did:plc:e24menxr3lkdypnilvelu45b,2025-01-17T06:14:38.267798+00:00,"""abdelmoumene boulahia, soheir belaloui: reliability of three-state k-out-of-n:g system with non-homogeneous markov dependent components https://arxiv.org/abs/2501.09105 https://arxiv.org/pdf/2501.09105 https://arxiv.org/html/2501.09105       """
2501.09105,at://did:plc:e24menxr3lkdypnilvelu45b/app.bsky.feed.post/3lfw5dp5l7i2t,did:plc:e24menxr3lkdypnilvelu45b,2025-01-17T06:14:38.267798+00:00,"""abdelmoumene boulahia, soheir belaloui: reliability of three-state k-out-of-n:g system with non-homogeneous markov dependent components https://arxiv.org/abs/2501.09105 https://arxiv.org/pdf/2501.09105 https://arxiv.org/html/2501.09105       """
2502.14336v1,at://did:plc:35q7ogcn26kg6sysizyktg76/app.bsky.feed.post/3lio56wjebu2d,did:plc:35q7ogcn26kg6sysizyktg76,2025-02-21T06:06:15.200731+00:00,"""computational cost, but also significantly weakens the solvability conditions in terms of the the full column rank requirements for these equations. [6/6 of https://arxiv.org/abs/2502.14336v1]        """
2502.14320v1,at://did:plc:dscit7ts5azffzksgql5idlz/app.bsky.feed.post/3lio4mjwyze2v,did:plc:dscit7ts5azffzksgql5idlz,2025-02-21T05:55:58.038762+00:00,"""issue, we propose janus, a novel resource adaptation framework for serverless platforms. janus employs a late-binding approach, allowing function sizes to be dynamically adapted based on runtime conditions. the main [3/7 of https://arxiv.org/abs/2502.14320v1]        """
2502.04982v1,at://did:plc:vjqb6serdr54lcd735od4xwx/app.bsky.feed.post/3lhsidi63so22,did:plc:vjqb6serdr54lcd735od4xwx,2025-02-10T06:11:06.352023+00:00,"""a consequence, we construct an associated continuous random dynamical system, when the driving noise is a fractional brownian motion with hurst parameter $h \in (1/3,1)$. we further prove weak existence of solutions for [5/6 of https://arxiv.org/abs/2502.04982v1]        """
2502.11738,at://did:plc:6sj4dziign4onyvnnvayo4d2/app.bsky.feed.post/3lihcl3p6zm2w,did:plc:6sj4dziign4onyvnnvayo4d2,2025-02-18T12:53:53.819996+00:00,"""marko j\""""arvenp\""""a\""""a, jukka corander, henri pesonen: surrogate-based abc matches generalized bayesian inference under specific discrepancy and kernel choices https://arxiv.org/abs/2502.11738 https://arxiv.org/pdf/2502.11738 https://arxiv.org/html/2502.11738        """
2502.11738,at://did:plc:6sj4dziign4onyvnnvayo4d2/app.bsky.feed.post/3lihcl3p6zm2w,did:plc:6sj4dziign4onyvnnvayo4d2,2025-02-18T12:53:53.819996+00:00,"""marko j\""""arvenp\""""a\""""a, jukka corander, henri pesonen: surrogate-based abc matches generalized bayesian inference under specific discrepancy and kernel choices https://arxiv.org/abs/2502.11738 https://arxiv.org/pdf/2502.11738 https://arxiv.org/html/2502.11738        """
2502.15064,at://did:plc:vzmcey54mzyazmxwxgv5b7hd/app.bsky.feed.post/3livoyuhpxb26,did:plc:vzmcey54mzyazmxwxgv5b7hd,2025-02-24T06:13:37.236395+00:00,"""matthew tivnan, dufan wu, quanzheng li: pseudoinverse diffusion models for generative ct image reconstruction from low dose data https://arxiv.org/abs/2502.15064 https://arxiv.org/pdf/2502.15064 https://arxiv.org/html/2502.15064        """
2502.15064,at://did:plc:vzmcey54mzyazmxwxgv5b7hd/app.bsky.feed.post/3livoyuhpxb26,did:plc:vzmcey54mzyazmxwxgv5b7hd,2025-02-24T06:13:37.236395+00:00,"""matthew tivnan, dufan wu, quanzheng li: pseudoinverse diffusion models for generative ct image reconstruction from low dose data https://arxiv.org/abs/2502.15064 https://arxiv.org/pdf/2502.15064 https://arxiv.org/html/2502.15064        """
2501.07916v1,at://did:plc:2n6ug43kyh2kqizzlltzojmz/app.bsky.feed.post/3lfr4dxb6kc2t,did:plc:2n6ug43kyh2kqizzlltzojmz,2025-01-15T06:13:34.339272+00:00,"""arxiv:2501.07916v1 announce type: new \nabstract: in this paper, we construct a compact subset of the real plane whose path-connectedness equivalence relation is borel bireducible to a nonsmooth hyperfinite borel equivalence relation. this [1/2 of https://arxiv.org/abs/2501.07916v1]       """
2501.07916v1,at://did:plc:2n6ug43kyh2kqizzlltzojmz/app.bsky.feed.post/3lfr4dxb6kc2t,did:plc:2n6ug43kyh2kqizzlltzojmz,2025-01-15T06:13:34.339272+00:00,"""arxiv:2501.07916v1 announce type: new \nabstract: in this paper, we construct a compact subset of the real plane whose path-connectedness equivalence relation is borel bireducible to a nonsmooth hyperfinite borel equivalence relation. this [1/2 of https://arxiv.org/abs/2501.07916v1]       """
2502.16043v1,at://did:plc:hfwnvjetns4fjrzbhc4zche2/app.bsky.feed.post/3liy6jnrhg42c,did:plc:hfwnvjetns4fjrzbhc4zche2,2025-02-25T05:56:46.203422+00:00,"""practitioners, in particular, are disseminating progressive data ethics principles and best practices for identifying and navigating anti-blackness, colonialism, and data dispossession in the data science life cycle. [3/9 of https://arxiv.org/abs/2502.16043v1]        """
